temperature_c,rainfall_mm,humidity_percent,solar_radiation_w_m2,soil_nutrients_index,soil_moisture_percent,soil_ph,organic_matter_percent,electrical_conductivity_ds_m,soil_type,area_type,crop_yield_ton_per_hectare
28.8,2379.68,82.38,231.48,64.42,52.64,7.81,3.34,0.1,sandy,tropical,2.15
23.04,1098.91,83.8,166.37,51.69,39.44,6.75,3.11,0.89,sandy,hilly,1.91
35.45,0.0,29.37,275.98,76.36,47.63,6.72,4.35,1.82,loam,arid,2.63
17.02,955.97,60.48,210.64,52.68,41.97,8.07,1.55,0.88,chalk,inland,1.29
26.33,1486.38,76.0,280.82,68.96,43.67,6.82,1.96,0.96,chalk,tropical,2.18
18.93,1278.95,79.71,199.28,78.89,35.44,7.24,3.38,2.36,peat,hilly,2.75
28.54,1140.66,60.96,247.44,65.94,47.8,5.4,2.51,1.74,sandy,inland,2.35
16.31,1613.34,80.55,162.76,30.38,30.59,6.74,4.61,0.6,chalk,hilly,1.5
22.85,1811.63,69.27,163.63,50.63,39.43,7.44,2.31,0.63,silt,coastal,2.47
27.28,1794.52,75.41,193.44,42.31,11.31,7.2,3.36,1.82,peat,coastal,1.51
26.36,1658.34,91.68,231.74,56.04,18.17,5.96,3.14,0.77,silt,tropical,1.78
26.48,1776.5,70.32,253.67,63.43,40.62,6.64,3.72,1.38,silt,coastal,2.44
32.7,253.97,33.6,347.47,66.38,45.24,7.02,2.54,1.67,peat,arid,1.13
22.44,862.78,59.08,337.17,66.28,19.64,6.52,4.45,1.43,peat,inland,2.31
21.58,1379.66,75.97,185.92,10.0,48.47,5.16,4.13,0.22,chalk,hilly,0.5
21.81,1552.95,85.68,255.22,62.0,42.79,6.63,3.9,1.98,clay,hilly,1.37
21.94,1877.45,70.24,204.67,68.9,7.2,6.45,3.96,1.35,chalk,riverine,1.95
27.51,2230.02,82.78,198.07,65.31,46.75,6.57,4.87,0.82,silt,coastal,2.99
18.24,2248.91,60.6,238.59,86.66,55.38,6.08,3.98,2.18,clay,hilly,3.03
16.23,1106.64,60.13,206.04,76.03,37.13,5.41,2.2,1.31,silt,hilly,1.83
33.46,908.32,68.31,255.38,64.08,24.56,5.52,3.2,0.94,chalk,inland,1.53
28.67,1433.02,76.06,226.5,68.28,30.35,5.97,2.02,1.36,clay,tropical,1.95
27.85,1540.81,67.11,225.68,58.46,31.0,5.62,4.38,1.53,clay,riverine,1.26
20.24,1168.02,78.77,277.75,65.46,53.9,6.72,3.72,1.7,silt,hilly,2.53
28.04,1356.88,80.81,236.88,40.17,21.2,7.09,3.47,0.1,loam,coastal,1.65
25.49,1664.08,56.58,250.82,103.33,33.98,6.55,5.16,1.07,clay,coastal,2.95
27.56,985.59,81.47,163.44,115.33,38.27,6.54,1.17,1.29,clay,riverine,1.71
34.81,2145.75,76.28,218.66,42.72,44.93,4.5,2.81,0.79,sandy,tropical,2.04
17.51,1424.27,68.31,165.02,65.16,24.57,5.19,4.44,0.1,loam,hilly,2.05
22.11,1522.25,80.61,190.31,56.11,43.21,7.05,4.43,1.41,loam,hilly,2.01
16.13,2123.85,67.01,199.13,38.12,28.3,6.1,1.65,1.79,chalk,hilly,1.75
29.43,1896.93,91.35,243.98,97.06,20.84,7.06,4.56,1.39,loam,tropical,2.07
27.72,2211.18,80.39,157.43,81.71,48.7,6.24,3.46,0.92,loam,coastal,2.8
22.95,1750.39,84.6,218.22,52.27,29.45,6.65,4.86,1.63,sandy,hilly,2.03
25.21,1003.24,80.17,234.29,89.11,43.42,8.3,2.19,0.49,peat,riverine,2.73
20.39,2040.19,61.97,210.39,45.76,61.52,7.03,2.4,2.19,sandy,hilly,2.03
20.98,590.74,83.55,272.49,10.97,42.83,7.07,5.95,1.16,sandy,riverine,0.81
19.75,1891.5,74.7,183.47,49.71,33.63,6.56,2.98,0.95,clay,riverine,1.86
36.01,378.54,36.65,312.42,51.8,20.42,5.14,2.36,1.66,sandy,arid,1.45
16.77,1070.77,77.99,279.39,71.32,33.08,5.77,5.18,1.5,clay,inland,1.44
33.88,2496.67,74.26,228.77,69.71,34.76,6.42,2.16,0.75,chalk,tropical,2.63
29.11,1162.7,62.28,219.33,63.56,42.72,6.15,2.13,0.63,chalk,inland,2.79
32.44,1702.57,89.44,243.7,83.13,26.59,6.6,3.82,1.53,chalk,tropical,1.99
28.19,988.82,42.52,235.5,46.38,42.85,4.84,3.5,0.63,loam,inland,1.79
28.6,418.84,18.71,271.29,48.61,62.66,6.91,3.74,0.94,clay,arid,1.42
20.32,954.89,41.4,250.87,31.12,38.29,5.66,3.37,1.62,silt,inland,0.94
26.11,1200.78,74.46,220.05,85.27,31.16,7.6,2.9,1.67,clay,hilly,2.3
35.24,886.94,63.67,299.47,47.12,43.66,8.4,3.75,1.2,sandy,inland,0.74
18.34,1266.48,42.05,259.38,55.41,27.59,5.94,3.4,0.63,silt,inland,1.4
24.89,1942.42,74.37,146.2,91.4,48.65,6.37,3.5,1.59,chalk,coastal,3.28
28.24,2154.11,66.83,257.49,51.18,37.43,5.52,3.51,1.48,chalk,tropical,1.45
20.89,1071.4,63.26,286.79,56.26,43.74,4.95,4.04,2.16,chalk,inland,1.97
32.49,1055.88,74.87,204.57,66.05,50.32,8.44,3.32,0.35,sandy,riverine,1.66
17.63,1191.94,75.32,161.68,43.76,42.23,7.35,3.11,1.09,sandy,hilly,1.77
16.71,1504.96,63.27,180.9,50.3,41.98,6.25,0.75,1.42,peat,hilly,0.71
32.88,1650.57,83.84,261.85,64.18,26.69,6.88,3.06,1.59,clay,tropical,2.59
32.8,346.69,36.22,290.85,47.34,35.97,7.04,3.24,0.86,chalk,arid,1.54
29.01,1747.77,77.39,234.65,80.42,36.38,7.08,2.55,1.45,loam,tropical,1.64
20.08,1682.11,77.82,161.85,39.97,40.57,7.37,3.89,1.41,loam,hilly,1.53
44.82,175.52,33.94,321.72,49.75,62.69,5.99,2.89,0.18,silt,arid,1.92
34.59,281.37,28.16,259.87,56.54,23.09,6.97,2.2,2.36,clay,arid,1.61
28.13,1219.09,71.41,231.0,46.97,38.62,5.48,5.49,1.56,peat,coastal,1.33
27.98,1580.04,62.31,183.25,70.74,18.4,7.46,1.71,1.11,loam,riverine,1.84
31.8,795.04,54.89,277.07,56.53,43.62,7.02,1.92,1.17,silt,inland,1.56
30.13,1662.92,77.1,241.95,89.27,24.84,6.16,4.59,1.74,clay,riverine,1.62
29.9,1332.22,80.36,242.68,45.9,34.73,7.19,4.56,0.26,clay,riverine,1.5
31.76,2446.06,93.82,214.57,84.15,35.42,8.01,4.72,0.97,peat,coastal,2.49
31.48,1385.8,58.95,201.48,40.02,51.82,5.51,1.94,1.24,chalk,inland,1.15
26.05,1830.37,73.28,189.4,84.66,45.81,5.62,5.5,1.53,chalk,coastal,3.26
34.82,301.95,38.76,332.61,47.6,47.4,5.01,3.12,1.11,chalk,arid,1.53
26.71,787.62,50.17,222.09,76.72,31.48,4.88,3.46,1.73,sandy,inland,1.51
16.13,2655.58,57.19,167.39,83.66,26.77,4.5,4.63,1.44,chalk,hilly,2.2
31.77,97.6,43.71,246.92,97.43,24.7,6.59,7.14,1.99,silt,arid,1.57
30.63,1687.44,74.06,193.42,27.98,26.51,6.29,3.25,1.43,clay,tropical,2.0
33.13,215.16,17.89,345.64,44.97,47.77,6.73,3.76,0.96,silt,arid,0.5
22.68,1476.91,58.73,210.26,77.08,35.8,6.03,4.44,1.31,loam,hilly,2.42
32.62,2077.85,63.41,232.1,32.86,52.92,5.41,3.39,1.46,sandy,coastal,1.51
32.41,669.09,79.02,246.28,65.85,34.33,6.98,3.49,1.72,sandy,inland,1.57
31.94,1287.53,73.71,201.19,70.06,33.19,6.55,4.74,2.26,sandy,coastal,2.23
27.24,2289.64,79.14,187.84,75.01,22.67,7.09,2.95,0.76,peat,riverine,2.56
27.1,2067.98,86.48,238.28,57.61,21.09,8.0,2.75,0.84,clay,coastal,1.89
20.67,1020.93,85.44,211.21,49.14,15.46,6.33,1.68,1.78,sandy,inland,1.78
28.4,2044.62,78.18,267.44,70.89,24.2,8.5,2.54,0.92,silt,coastal,2.14
34.79,1424.15,80.58,200.48,65.39,26.94,6.92,4.03,0.83,chalk,riverine,1.89
31.46,1482.65,64.55,216.37,76.48,35.58,6.57,2.63,1.09,clay,hilly,2.36
31.95,1931.79,75.23,182.31,77.5,40.02,6.88,4.19,1.17,chalk,riverine,2.26
25.04,2073.01,79.13,195.37,32.64,57.82,6.23,4.68,0.81,loam,tropical,2.28
19.78,1043.48,45.34,290.07,10.0,21.48,7.11,4.89,0.56,silt,inland,0.5
30.42,1562.8,70.9,188.7,25.61,22.16,5.98,3.45,1.2,sandy,coastal,1.95
28.62,1224.36,59.42,295.22,59.49,51.27,6.02,4.6,0.55,chalk,inland,2.11
33.32,1691.42,75.75,185.4,45.74,40.44,5.75,3.06,1.67,chalk,riverine,2.71
28.42,1553.75,91.47,196.01,45.7,46.3,8.5,5.15,2.68,sandy,coastal,2.25
15.63,1595.18,65.15,195.38,35.97,40.64,7.59,4.46,1.43,sandy,hilly,1.95
37.29,142.15,35.96,276.29,67.63,25.32,6.34,1.64,0.72,peat,arid,1.75
30.3,1464.81,75.32,283.55,38.64,50.04,4.99,3.52,0.51,clay,tropical,1.83
33.06,1864.31,92.4,267.18,34.7,35.48,6.94,5.12,1.08,sandy,tropical,1.04
27.08,1112.16,72.56,248.16,68.38,30.81,5.6,3.83,0.66,loam,inland,1.95
26.44,3470.73,83.42,252.63,93.3,37.45,5.99,3.68,1.5,chalk,tropical,4.27
24.87,2464.53,88.29,207.71,80.92,26.47,6.47,3.46,0.1,silt,coastal,2.62
22.92,1276.31,69.48,238.34,99.41,51.42,7.42,5.68,1.16,peat,riverine,2.45
22.36,1206.03,49.85,218.21,49.29,47.03,6.93,4.58,1.41,sandy,hilly,1.48
28.37,1643.39,83.68,214.33,65.34,53.44,7.78,3.36,0.73,sandy,riverine,2.54
19.37,1614.29,57.73,207.84,55.85,18.31,5.11,2.86,1.26,clay,hilly,2.21
29.06,953.03,75.64,147.27,90.55,18.74,6.24,3.0,0.82,silt,riverine,2.24
25.27,486.99,34.62,241.52,62.02,41.4,7.59,2.58,0.67,chalk,inland,1.9
26.81,2018.2,74.33,238.61,55.31,29.65,6.31,0.55,1.52,peat,coastal,1.7
32.02,2283.77,82.5,275.45,93.86,20.44,7.99,3.67,2.74,sandy,tropical,2.19
33.86,1513.64,86.58,167.25,72.28,34.15,6.27,2.93,0.82,chalk,coastal,2.17
25.69,1505.91,75.99,189.78,64.18,48.05,7.45,4.42,0.55,loam,tropical,2.44
31.29,1948.08,83.74,213.9,39.18,29.7,6.92,4.99,0.91,silt,coastal,2.69
28.73,2204.03,71.25,209.63,63.38,51.73,7.4,4.34,1.07,sandy,tropical,2.3
31.22,2112.0,78.72,256.49,39.99,8.8,6.8,4.1,1.34,peat,tropical,1.36
19.36,1078.12,77.47,216.23,54.38,40.96,5.77,5.85,1.05,loam,hilly,1.49
35.25,377.78,44.13,323.11,30.96,17.2,5.61,1.99,1.78,clay,arid,0.5
35.33,214.03,18.32,309.91,71.09,28.22,5.41,3.22,1.43,clay,arid,1.28
25.78,831.69,87.75,203.03,62.02,46.76,7.66,4.77,0.8,clay,riverine,1.05
29.43,1211.05,68.63,284.4,50.74,54.4,7.09,3.88,1.33,peat,inland,1.91
25.36,1456.27,93.52,247.53,87.56,30.98,4.92,2.01,0.5,peat,riverine,2.67
37.87,142.02,22.88,341.23,92.75,44.95,6.85,2.25,1.6,loam,arid,2.48
18.66,1210.26,74.22,266.65,39.93,37.97,6.89,2.54,0.87,silt,inland,2.0
22.63,2020.83,65.03,284.07,34.25,29.34,5.32,2.68,1.66,sandy,hilly,1.76
21.76,744.74,58.49,245.57,57.92,21.22,6.76,4.23,1.17,sandy,inland,1.11
31.24,0.0,28.41,229.14,64.69,36.32,5.94,4.78,2.17,silt,arid,1.44
27.84,1674.42,79.68,240.42,46.36,41.86,7.53,4.15,0.8,silt,tropical,2.04
25.67,1745.07,78.66,272.49,57.61,21.29,8.1,4.94,3.0,chalk,inland,1.93
28.92,176.42,39.81,362.15,85.43,28.91,5.56,2.12,1.07,chalk,arid,2.13
38.91,91.22,22.98,290.44,71.26,35.64,7.59,2.66,0.18,peat,arid,1.65
30.59,1901.16,92.74,192.65,60.53,35.7,5.21,3.49,0.87,silt,tropical,2.06
23.81,1515.06,86.52,226.96,38.67,21.11,5.12,4.46,1.47,silt,coastal,2.0
32.82,275.03,36.91,297.71,65.23,43.82,5.52,1.76,0.93,clay,arid,2.15
27.76,1497.53,86.71,197.3,91.78,48.87,6.82,4.4,1.94,peat,hilly,2.52
26.51,2024.11,74.05,240.47,53.25,7.4,5.94,4.72,1.23,chalk,riverine,1.64
29.85,1284.78,83.21,263.52,86.5,34.31,8.03,4.75,0.99,peat,tropical,1.94
28.71,2097.06,75.36,188.11,23.96,5.0,6.44,2.62,0.87,sandy,coastal,0.58
28.9,1965.51,83.99,214.41,62.57,22.64,6.99,2.4,1.79,peat,tropical,2.65
20.54,1907.9,73.75,173.18,59.09,43.99,7.24,3.73,2.01,sandy,riverine,2.66
22.72,1467.43,57.44,268.3,48.93,24.19,6.49,2.56,0.65,peat,inland,2.37
36.11,119.25,38.38,342.4,117.58,36.88,7.21,4.51,0.84,sandy,arid,2.23
25.57,322.09,45.03,364.99,64.44,47.07,7.5,0.91,1.53,silt,arid,1.47
26.31,1606.56,87.37,179.72,71.35,43.92,7.29,4.22,2.24,peat,tropical,2.44
30.96,1054.36,61.82,269.24,57.73,26.12,5.29,2.91,2.15,sandy,inland,1.46
27.17,2198.66,58.08,215.14,87.45,31.55,6.76,2.22,2.09,chalk,riverine,1.75
29.87,1257.53,86.21,291.29,83.64,44.83,6.87,2.96,0.35,clay,tropical,2.75
22.37,1263.48,70.25,220.84,45.98,35.15,7.25,2.48,1.61,loam,hilly,1.09
31.15,81.77,26.84,279.48,79.32,26.57,6.91,3.69,2.8,silt,arid,1.48
31.3,339.36,31.12,348.58,72.75,22.97,7.69,3.62,0.81,peat,arid,2.36
11.36,1722.49,68.89,207.83,49.47,23.35,8.5,4.71,1.2,silt,hilly,2.38
27.45,2013.18,88.4,207.99,39.98,47.17,6.65,4.87,2.11,peat,coastal,1.93
19.39,1554.3,87.18,183.08,42.75,47.04,6.51,2.58,0.7,loam,riverine,1.81
32.42,263.83,32.36,259.62,62.15,57.58,7.95,3.35,1.56,peat,arid,1.72
31.37,747.61,87.59,180.42,69.97,40.08,5.69,3.47,1.3,loam,riverine,2.42
35.05,2167.12,91.04,307.71,49.99,14.63,5.79,3.45,0.52,clay,tropical,2.69
26.61,1061.72,65.5,203.11,51.77,30.0,6.39,2.73,0.41,silt,coastal,1.61
29.99,1757.08,62.18,203.11,54.24,20.09,8.15,4.1,0.58,chalk,coastal,2.19
32.69,2295.86,80.02,268.1,36.36,44.02,6.97,5.0,1.6,clay,tropical,2.58
24.55,2352.46,86.74,207.65,78.72,31.79,5.93,3.95,1.08,silt,riverine,2.53
22.82,1744.96,67.4,195.31,73.89,53.96,7.47,2.57,1.05,peat,hilly,2.69
26.41,1506.51,81.22,264.68,64.88,39.66,5.93,3.91,1.23,silt,coastal,2.07
34.44,342.55,38.68,266.48,80.79,43.76,5.93,2.37,2.32,chalk,arid,1.94
26.38,873.41,63.74,237.31,66.01,34.63,7.86,3.23,0.5,loam,inland,2.09
29.4,1662.05,62.56,166.81,62.04,22.34,4.98,4.09,1.61,silt,coastal,2.22
23.0,1386.56,58.26,188.63,28.6,30.18,6.91,1.89,0.83,chalk,hilly,0.52
28.84,2149.75,89.51,233.34,104.03,23.39,6.73,3.34,1.52,peat,tropical,3.01
37.75,235.84,37.45,253.53,52.37,62.74,8.15,3.72,1.84,silt,arid,1.98
26.6,1574.92,59.97,240.74,65.45,25.97,5.53,3.25,1.35,silt,inland,2.02
27.05,1331.47,83.04,191.61,24.86,15.62,5.35,2.98,0.76,clay,coastal,0.92
16.69,1044.7,93.34,252.9,55.33,40.54,5.72,4.0,0.76,silt,hilly,1.99
23.19,1571.53,48.34,222.67,68.58,37.49,7.82,4.49,1.17,clay,inland,1.67
26.51,731.63,65.6,246.31,99.44,23.39,7.07,3.64,1.02,silt,inland,2.62
29.13,316.48,28.04,255.45,36.4,14.09,5.96,3.59,0.87,chalk,arid,1.46
27.27,361.28,34.15,295.31,67.57,27.41,5.9,2.23,0.76,sandy,arid,1.82
29.83,2391.62,70.47,210.78,89.89,76.29,6.65,1.54,1.45,silt,coastal,3.99
33.44,995.21,78.76,214.84,47.43,52.49,6.83,2.62,1.04,loam,coastal,2.22
20.33,962.04,59.61,226.05,75.0,41.88,6.52,4.28,0.72,sandy,inland,2.92
17.42,1486.71,84.7,212.17,94.03,41.92,4.5,3.59,1.45,chalk,hilly,2.32
24.08,1186.55,63.09,286.55,63.34,23.64,6.21,3.58,1.0,sandy,inland,1.64
27.01,1877.88,88.93,213.51,99.58,38.87,6.91,3.74,0.98,silt,riverine,3.97
29.48,1166.63,77.0,227.66,79.66,24.21,5.78,4.13,1.03,loam,hilly,1.93
32.77,351.39,41.87,280.17,38.17,42.83,4.5,4.02,0.74,clay,arid,1.18
31.19,1543.2,82.37,262.1,91.9,19.84,5.03,4.07,1.42,chalk,hilly,1.66
16.2,1966.75,62.58,134.53,69.2,25.97,5.44,2.79,2.16,silt,hilly,2.24
30.03,354.18,33.52,305.05,34.39,24.48,5.17,3.68,0.94,silt,arid,1.58
29.86,2270.81,73.79,260.76,63.61,28.85,5.59,2.19,1.29,silt,tropical,2.44
19.58,1433.4,69.98,190.8,36.9,24.53,7.09,3.17,1.8,silt,riverine,1.6
19.8,1085.97,60.32,346.07,57.96,39.86,6.46,4.16,0.7,loam,inland,2.25
28.84,2226.15,53.02,274.57,30.81,41.09,6.63,1.99,1.43,peat,coastal,2.87
18.81,1020.08,63.03,208.49,101.67,42.52,4.76,2.23,0.74,sandy,hilly,2.33
28.78,1803.7,62.6,216.22,40.06,44.97,7.94,3.03,1.05,sandy,coastal,2.41
29.45,2212.8,72.99,221.2,58.3,43.76,5.47,4.43,1.73,peat,riverine,2.69
27.97,1849.49,76.27,310.81,38.3,41.48,5.49,4.81,1.27,silt,coastal,1.92
25.0,467.33,61.35,262.45,61.06,41.59,5.99,4.55,1.43,chalk,inland,1.21
30.86,1442.42,74.08,273.49,63.6,39.48,5.41,2.47,0.1,silt,tropical,2.14
30.08,2222.42,80.85,266.86,57.73,30.74,7.33,2.51,1.31,loam,tropical,2.72
26.8,1762.07,75.39,163.46,79.16,36.66,6.28,2.54,1.01,peat,riverine,2.16
29.8,909.47,92.76,141.58,93.2,21.97,6.3,3.78,1.03,silt,riverine,1.91
25.71,2231.14,81.47,242.65,70.7,58.44,7.32,4.63,2.12,loam,tropical,3.15
29.84,2138.26,91.53,271.52,35.75,43.12,6.0,2.68,1.3,silt,tropical,1.7
34.85,295.93,28.06,305.86,70.07,41.74,4.72,3.52,1.34,loam,arid,1.99
35.55,1915.82,75.17,155.5,69.52,63.42,6.79,3.53,1.93,peat,coastal,2.48
25.33,2149.71,65.67,143.19,64.59,41.42,6.28,4.08,1.63,clay,coastal,2.23
30.24,1909.49,78.69,161.36,37.69,50.77,6.29,4.05,0.46,chalk,riverine,2.41
23.85,1550.33,85.12,209.96,62.22,52.56,6.88,2.94,1.71,silt,riverine,1.77
26.74,1357.95,59.03,222.39,27.19,13.78,5.88,5.53,2.43,peat,riverine,1.41
35.75,145.04,19.73,327.48,38.96,37.02,6.45,3.5,2.48,peat,arid,1.12
25.53,658.28,56.48,250.14,21.23,33.27,6.94,2.58,0.86,clay,inland,1.33
18.71,1363.45,89.5,285.51,65.44,49.36,5.79,3.21,0.16,peat,hilly,1.67
29.05,1408.01,78.89,270.11,68.5,38.85,7.88,3.52,1.92,loam,tropical,2.59
29.0,1764.35,81.01,210.1,62.95,56.98,5.48,1.16,1.02,silt,tropical,2.17
35.51,249.51,29.72,299.6,43.3,33.84,6.05,3.32,1.62,clay,arid,0.85
28.13,2228.25,67.96,251.32,79.65,36.2,7.91,4.45,0.86,peat,tropical,2.66
34.46,312.71,35.48,298.24,32.27,30.69,7.63,3.86,1.84,chalk,arid,1.03
20.77,1805.45,74.61,231.63,65.49,37.63,6.14,3.51,1.79,sandy,hilly,2.28
31.64,2190.73,81.05,221.08,40.97,22.65,7.09,2.95,0.1,loam,coastal,1.83
28.58,2067.34,82.34,173.49,57.1,33.24,6.95,2.74,0.85,clay,tropical,2.28
31.43,1114.26,59.96,308.92,109.39,20.25,7.29,4.62,2.04,sandy,inland,3.03
38.4,326.96,36.94,309.62,40.11,41.28,8.5,3.57,1.13,peat,arid,0.94
24.75,2002.56,67.3,213.32,72.47,36.96,7.13,3.84,0.9,peat,riverine,1.83
21.23,2016.78,64.88,188.75,78.58,22.09,6.61,4.48,1.04,silt,hilly,3.32
29.04,1111.85,48.7,272.95,57.79,12.95,7.73,1.53,1.74,sandy,inland,1.38
26.96,1403.67,80.4,234.3,92.18,54.37,7.22,3.91,1.58,silt,coastal,2.0
29.69,595.61,45.56,269.46,52.14,30.16,7.96,5.88,1.02,silt,inland,1.77
28.84,352.6,47.46,293.99,79.4,17.39,6.91,3.86,1.15,sandy,arid,1.81
28.78,1998.07,89.46,240.15,43.29,33.81,6.06,3.43,1.1,loam,tropical,1.32
26.86,2115.08,99.97,215.32,41.15,39.38,7.08,0.96,0.72,peat,coastal,1.88
43.76,243.07,28.87,267.05,14.81,19.69,7.51,2.55,0.81,peat,arid,0.5
19.2,1623.75,65.96,191.68,94.37,37.23,6.61,4.49,1.73,chalk,hilly,3.04
31.49,1001.09,64.2,300.22,10.0,11.46,7.12,5.85,1.39,chalk,inland,0.5
27.29,955.12,63.72,168.3,85.37,25.32,6.67,6.07,0.23,loam,inland,2.73
27.88,1431.8,65.67,206.33,56.33,37.39,6.57,3.24,1.59,peat,coastal,1.46
28.59,2035.69,72.31,224.33,62.34,38.96,7.05,4.7,1.48,sandy,coastal,2.24
25.79,1240.08,79.88,128.88,52.56,30.75,4.62,2.93,0.47,peat,hilly,1.03
15.73,1816.01,79.84,284.76,82.76,33.64,6.78,3.29,0.1,sandy,hilly,2.12
26.06,1424.07,91.19,176.52,23.36,9.75,5.54,3.9,1.94,loam,coastal,1.17
30.26,279.63,35.42,329.19,77.43,39.89,7.03,6.07,1.29,sandy,arid,2.64
24.36,218.01,42.82,244.35,51.66,17.58,7.48,5.01,0.43,sandy,arid,1.16
33.6,1445.4,74.14,262.64,60.95,40.5,6.11,1.15,1.91,silt,coastal,1.67
29.93,1070.45,67.78,208.11,71.26,22.25,6.86,3.99,0.83,loam,inland,1.43
25.25,1896.84,76.4,200.11,89.33,30.89,6.67,2.11,1.41,peat,riverine,3.22
31.62,2212.85,77.0,245.26,55.02,40.33,5.5,4.87,1.24,loam,tropical,2.01
19.06,1863.15,72.92,202.75,88.64,37.91,7.36,4.09,1.55,loam,hilly,2.51
34.72,262.29,49.74,223.14,50.77,27.55,6.67,2.78,1.89,silt,arid,1.56
34.12,2142.7,86.76,247.95,60.64,14.77,7.31,3.49,0.64,sandy,tropical,2.43
21.68,827.09,53.85,274.72,41.77,35.41,6.33,1.83,1.9,silt,inland,0.5
17.16,1790.75,56.27,163.89,92.91,32.49,6.44,3.11,1.86,silt,hilly,2.52
30.77,264.54,35.04,279.34,61.49,11.21,7.12,4.11,1.99,silt,arid,1.4
40.06,238.03,20.53,298.86,54.75,28.4,5.48,2.98,0.34,silt,arid,1.52
25.38,1080.3,68.83,237.01,44.56,19.25,5.7,2.79,0.99,peat,inland,1.49
22.42,1611.48,56.7,228.7,24.07,54.62,4.95,4.48,1.26,clay,inland,1.39
28.87,307.97,22.18,306.72,44.68,7.72,5.5,1.82,1.45,chalk,arid,1.31
34.08,275.42,20.56,255.41,62.0,40.27,5.84,4.13,0.69,sandy,arid,1.9
27.39,2531.25,90.54,257.75,50.47,18.8,7.06,2.37,1.51,sandy,tropical,2.17
28.58,480.75,55.21,223.59,44.16,47.59,5.88,1.32,2.11,loam,inland,1.6
30.76,1271.26,92.44,192.37,41.15,24.15,5.93,6.16,1.75,sandy,riverine,1.6
23.47,560.06,54.33,215.74,58.46,35.84,5.24,1.66,0.7,silt,inland,1.32
30.7,2375.12,83.25,243.8,43.98,31.06,7.73,1.13,0.27,silt,tropical,2.46
31.74,618.44,52.18,245.21,50.55,29.0,6.68,4.31,0.57,silt,inland,2.6
25.95,2094.31,58.69,100.0,68.19,31.6,5.64,2.52,1.48,loam,coastal,1.82
25.72,1322.99,73.94,168.75,68.7,37.64,5.59,5.7,0.65,chalk,hilly,1.89
26.5,2186.79,47.46,192.21,42.39,17.72,6.86,1.58,0.86,peat,coastal,1.91
20.24,1720.62,69.3,227.87,50.65,48.86,6.26,4.97,1.57,peat,riverine,2.42
19.63,927.4,44.74,234.33,82.61,38.11,7.75,2.53,0.85,peat,inland,2.38
29.53,1494.99,96.77,278.98,49.87,23.32,6.45,3.24,0.86,peat,tropical,2.55
34.68,239.68,44.19,360.3,56.9,31.26,7.48,2.82,1.33,loam,arid,1.6
27.3,978.25,59.25,299.28,73.97,63.88,8.09,3.26,1.12,chalk,inland,2.63
37.66,323.2,25.07,352.18,84.87,47.51,5.02,2.93,0.43,silt,arid,1.79
20.33,1098.05,63.73,195.39,43.33,31.4,5.97,2.37,0.49,clay,hilly,2.15
25.11,1923.37,75.35,123.66,35.0,37.27,7.85,4.56,1.87,sandy,coastal,2.48
19.03,1534.11,70.63,256.62,60.54,24.95,6.51,3.63,1.02,peat,hilly,2.56
43.03,335.37,28.97,270.38,17.77,21.44,7.57,2.9,1.7,loam,arid,0.9
24.0,1199.05,74.5,210.19,74.89,18.9,6.59,3.87,0.19,silt,hilly,2.92
31.8,388.2,41.97,299.42,50.64,50.47,6.08,5.69,2.77,loam,arid,1.48
22.26,1700.71,77.35,200.2,67.02,37.65,5.94,4.73,1.84,peat,coastal,2.36
35.7,244.15,48.73,236.4,41.13,39.2,5.54,3.94,1.71,clay,arid,0.67
33.98,1701.98,83.03,235.24,37.12,29.99,6.93,2.5,0.47,clay,coastal,1.55
20.2,1017.12,48.59,248.41,42.04,29.31,7.86,4.52,0.33,peat,inland,1.75
29.43,364.23,32.3,280.53,63.93,34.7,6.21,2.41,2.72,sandy,arid,1.52
14.81,1402.12,86.5,177.28,65.77,38.91,6.79,3.81,1.53,chalk,hilly,1.77
31.79,2689.57,78.18,211.16,69.02,47.94,7.53,2.6,1.38,loam,tropical,2.84
21.56,2012.4,53.6,203.84,105.57,55.65,7.24,5.83,1.03,chalk,hilly,3.53
22.33,1708.28,75.06,209.66,72.84,38.72,6.62,1.31,1.22,peat,riverine,2.3
29.09,1221.99,86.58,237.12,32.49,43.62,6.31,0.69,0.48,silt,tropical,1.65
20.24,1505.73,61.87,193.57,83.25,8.32,7.35,4.13,1.54,loam,hilly,1.88
30.14,78.04,12.65,269.89,71.06,28.17,7.42,5.07,1.77,peat,arid,1.79
21.43,1136.41,54.87,308.25,46.3,29.77,5.85,2.37,1.14,clay,inland,1.36
22.4,2312.99,79.51,218.27,72.14,52.14,5.86,3.55,0.68,silt,riverine,2.48
40.16,286.03,17.92,312.74,52.04,51.47,6.83,3.63,1.43,clay,arid,0.81
22.79,2153.54,62.98,203.27,70.68,29.3,7.0,5.76,1.33,chalk,coastal,2.63
27.6,426.0,68.45,310.9,71.22,10.48,7.73,3.42,1.29,clay,inland,1.86
26.97,1808.23,90.1,222.77,18.55,33.18,7.79,4.01,1.16,loam,riverine,1.32
38.94,321.6,26.58,292.48,65.65,37.52,6.97,4.96,0.53,chalk,arid,1.65
24.06,699.49,56.64,313.16,79.34,52.12,5.74,3.16,0.45,sandy,inland,2.23
